,hotel_id,date,utm_source,utm_medium,utm_campaign,index,user_count_website,session_count_website,utm_source_cpc,user_count_datepicker,session_count_datepicker
1060,hotel_1,2024-10-11,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,3.0,3.0
1061,hotel_1,2024-10-11,other,organic,(organic),5970.0,4.0,4.0,no_cpc,4.0,4.0
1062,hotel_1,2024-10-11,other,other,campaign_2,1472.0,4.0,7.0,no_cpc,0.0,0.0
1063,hotel_1,2024-10-11,other,other,proposal-by-phone,4426.0,8.0,9.0,no_cpc,0.0,0.0
1064,hotel_1,2024-10-11,other,referral,(referral),133810.0,215.0,250.0,no_cpc,360.0,414.0
1065,hotel_1,2024-10-12,direct,(not set),(direct),1511.0,215.0,241.0,no_cpc,79.0,86.0
1066,hotel_1,2024-10-12,direct,(not set),(not set),1533.0,4.0,6.0,no_cpc,0.0,0.0
1067,hotel_1,2024-10-12,google,cpc,(not set),1516.0,118.0,134.0,google,25.0,25.0
1068,hotel_1,2024-10-12,google,cpc,(organic),1510.0,4.0,8.0,google,4.0,7.0
1069,hotel_1,2024-10-12,google,cpc,campaign_15,1512.0,196.0,221.0,google,56.0,63.0
1070,hotel_1,2024-10-12,google,cpc,campaign_16,1515.0,106.0,135.0,google,64.0,75.0
1071,hotel_1,2024-10-12,google,cpc,campaign_17,1518.0,48.0,49.0,google,7.0,7.0
1072,hotel_1,2024-10-12,google,cpc,campaign_19,1521.0,18.0,28.0,google,8.0,11.0
1073,hotel_1,2024-10-12,google,cpc,campaign_20,1520.0,34.0,34.0,google,2.0,2.0
1074,hotel_1,2024-10-12,google,cpc,campaign_23,1529.0,9.0,10.0,google,4.0,5.0
1075,hotel_1,2024-10-12,google,cpc,campaign_26,1531.0,8.0,9.0,google,4.0,5.0
1076,hotel_1,2024-10-12,google,cpc,campaign_30,1524.0,16.0,17.0,google,1.0,1.0
1077,hotel_1,2024-10-12,google,cpc,hu_brand,1514.0,134.0,164.0,google,90.0,101.0
1078,hotel_1,2024-10-12,google,cpc,hu_pmax_brand,1517.0,78.0,86.0,google,38.0,42.0
1079,hotel_1,2024-10-12,google,cpc,utm_campaign,1539.0,4.0,4.0,google,1.0,1.0
1080,hotel_1,2024-10-12,google,organic,(not set),1543.0,2.0,2.0,no_cpc,0.0,0.0
1081,hotel_1,2024-10-12,google,organic,(organic),1513.0,162.0,196.0,no_cpc,93.0,101.0
1082,hotel_1,2024-10-12,meta,cpc,campaign_14,1519.0,46.0,47.0,meta,12.0,12.0
1083,hotel_1,2024-10-12,meta,cpc,campaign_18,1538.0,4.0,4.0,meta,1.0,1.0
1084,hotel_1,2024-10-12,meta,cpc,campaign_21,1522.0,26.0,27.0,meta,1.0,1.0
1085,hotel_1,2024-10-12,meta,referral,(referral),15390.0,62.0,74.0,no_cpc,30.0,35.0
1086,hotel_1,2024-10-12,microsoft,cpc,AT,1560.0,1.0,1.0,microsoft,0.0,0.0
1087,hotel_1,2024-10-12,microsoft,cpc,campaign_28,1530.0,8.0,10.0,microsoft,3.0,3.0
1088,hotel_1,2024-10-12,microsoft,cpc,campaign_29,1528.0,10.0,11.0,microsoft,2.0,2.0
1089,hotel_1,2024-10-12,microsoft,cpc,campaign_31,1537.0,4.0,4.0,microsoft,1.0,1.0
1090,hotel_1,2024-10-12,microsoft,organic,(organic),1535.0,3.0,4.0,no_cpc,2.0,2.0
1091,hotel_1,2024-10-12,microsoft,referral,(referral),4617.0,10.0,10.0,no_cpc,0.0,0.0
1092,hotel_1,2024-10-12,na,(not set),(not set),1532.0,467.0,507.0,no_cpc,9.0,12.0
1093,hotel_1,2024-10-12,other,newsletter,campaign_7,1542.0,3.0,3.0,no_cpc,0.0,0.0
1094,hotel_1,2024-10-12,other,newsletter,hirlevel_c10,1562.0,1.0,1.0,no_cpc,0.0,0.0
1095,hotel_1,2024-10-12,other,newsletter,hirlevel_c6,1561.0,1.0,1.0,no_cpc,1.0,1.0
1096,hotel_1,2024-10-12,other,newsletter,loyalty-email,1563.0,1.0,1.0,no_cpc,0.0,0.0
1097,hotel_1,2024-10-12,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,2.0,3.0
1098,hotel_1,2024-10-12,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,1.0,1.0
1099,hotel_1,2024-10-12,other,organic,(organic),1549.0,1.0,1.0,no_cpc,0.0,0.0
1100,hotel_1,2024-10-12,other,other,campaign_2,1525.0,12.0,16.0,no_cpc,0.0,0.0
1101,hotel_1,2024-10-12,other,other,proposal-by-phone,3112.0,2.0,3.0,no_cpc,0.0,0.0
1102,hotel_1,2024-10-12,other,referral,(referral),120852.0,168.0,180.0,no_cpc,221.0,221.0
1103,hotel_1,2024-10-13,direct,(not set),(direct),1565.0,265.0,294.0,no_cpc,113.0,131.0
1104,hotel_1,2024-10-13,direct,(not set),(not set),1583.0,5.0,8.0,no_cpc,2.0,3.0
1105,hotel_1,2024-10-13,google,cpc,(not set),1569.0,103.0,117.0,google,31.0,36.0
1106,hotel_1,2024-10-13,google,cpc,(organic),1585.0,4.0,6.0,google,4.0,6.0
1107,hotel_1,2024-10-13,google,cpc,campaign_15,1567.0,144.0,153.0,google,43.0,46.0
1108,hotel_1,2024-10-13,google,cpc,campaign_16,1570.0,88.0,116.0,google,60.0,73.0
1109,hotel_1,2024-10-13,google,cpc,campaign_17,1572.0,54.0,56.0,google,2.0,2.0
1110,hotel_1,2024-10-13,google,cpc,campaign_19,1577.0,11.0,13.0,google,4.0,4.0
1111,hotel_1,2024-10-13,google,cpc,campaign_20,1575.0,18.0,21.0,google,3.0,3.0
1112,hotel_1,2024-10-13,google,cpc,campaign_23,1584.0,6.0,7.0,google,3.0,3.0
1113,hotel_1,2024-10-13,google,cpc,campaign_26,1592.0,4.0,5.0,google,2.0,3.0
1114,hotel_1,2024-10-13,google,cpc,campaign_27,1596.0,2.0,3.0,google,2.0,3.0
1115,hotel_1,2024-10-13,google,cpc,campaign_30,1581.0,8.0,9.0,google,3.0,4.0
1116,hotel_1,2024-10-13,google,cpc,hu_brand,1568.0,113.0,144.0,google,79.0,97.0
1117,hotel_1,2024-10-13,google,cpc,hu_pmax_brand,1571.0,57.0,61.0,google,34.0,34.0
1118,hotel_1,2024-10-13,google,cpc,utm_campaign,1604.0,1.0,2.0,google,1.0,1.0
1119,hotel_1,2024-10-13,google,organic,(not set),1599.0,1.0,2.0,no_cpc,0.0,0.0
1120,hotel_1,2024-10-13,google,organic,(organic),1566.0,148.0,174.0,no_cpc,81.0,87.0
1121,hotel_1,2024-10-13,meta,cpc,campaign_1,1597.0,3.0,3.0,meta,0.0,0.0
1122,hotel_1,2024-10-13,meta,cpc,campaign_14,1573.0,46.0,51.0,meta,17.0,18.0
1123,hotel_1,2024-10-13,meta,cpc,campaign_18,1588.0,6.0,6.0,meta,4.0,4.0
1124,hotel_1,2024-10-13,meta,cpc,campaign_21,1574.0,26.0,26.0,meta,2.0,2.0
1125,hotel_1,2024-10-13,meta,referral,(referral),25440.0,112.0,112.0,no_cpc,40.0,40.0
1126,hotel_1,2024-10-13,microsoft,cpc,campaign_28,1590.0,4.0,5.0,microsoft,2.0,2.0
1127,hotel_1,2024-10-13,microsoft,cpc,campaign_29,1591.0,4.0,5.0,microsoft,1.0,1.0
1128,hotel_1,2024-10-13,microsoft,cpc,campaign_31,1589.0,5.0,5.0,microsoft,2.0,2.0
1129,hotel_1,2024-10-13,microsoft,organic,(organic),1593.0,4.0,4.0,no_cpc,3.0,3.0
1130,hotel_1,2024-10-13,microsoft,referral,(referral),3223.0,2.0,2.0,no_cpc,0.0,0.0
1131,hotel_1,2024-10-13,na,(not set),(not set),0.0,0.0,0.0,no_cpc,158.0,171.0
1132,hotel_1,2024-10-13,other,newsletter,campaign_7,1598.0,2.0,3.0,no_cpc,0.0,0.0
1133,hotel_1,2024-10-13,other,newsletter,hirlevel_c5,1615.0,1.0,1.0,no_cpc,1.0,1.0
1134,hotel_1,2024-10-13,other,newsletter,loyalty-email,1616.0,1.0,1.0,no_cpc,0.0,0.0
1135,hotel_1,2024-10-13,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,2.0,2.0
1136,hotel_1,2024-10-13,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,2.0,2.0
1137,hotel_1,2024-10-13,other,organic,(organic),3211.0,2.0,2.0,no_cpc,2.0,2.0
1138,hotel_1,2024-10-13,other,other,campaign_2,1580.0,7.0,10.0,no_cpc,0.0,0.0
1139,hotel_1,2024-10-13,other,other,proposal-by-phone,3185.0,7.0,11.0,no_cpc,0.0,0.0
1140,hotel_1,2024-10-13,other,referral,(referral),115194.0,198.0,264.0,no_cpc,252.0,300.0
1141,hotel_1,2024-10-14,direct,(not set),(direct),1681.0,179.0,213.0,no_cpc,49.0,59.0
1142,hotel_1,2024-10-14,direct,(not set),(not set),1647.0,4.0,4.0,no_cpc,0.0,0.0
1143,hotel_1,2024-10-14,google,cpc,(not set),1619.0,155.0,190.0,google,46.0,53.0
1144,hotel_1,2024-10-14,google,cpc,(organic),1617.0,4.0,6.0,google,2.0,2.0
1145,hotel_1,2024-10-14,google,cpc,campaign_15,1625.0,49.0,53.0,google,15.0,16.0
1146,hotel_1,2024-10-14,google,cpc,campaign_16,1622.0,77.0,93.0,google,32.0,35.0
1147,hotel_1,2024-10-14,google,cpc,campaign_17,1623.0,56.0,60.0,google,3.0,3.0
1148,hotel_1,2024-10-14,google,cpc,campaign_19,1627.0,17.0,21.0,google,9.0,9.0
1149,hotel_1,2024-10-14,google,cpc,campaign_20,1628.0,16.0,21.0,google,5.0,5.0
1150,hotel_1,2024-10-14,google,cpc,campaign_23,1638.0,6.0,8.0,google,1.0,1.0
1151,hotel_1,2024-10-14,google,cpc,campaign_26,1646.0,5.0,5.0,google,3.0,3.0
1152,hotel_1,2024-10-14,google,cpc,campaign_30,1645.0,3.0,5.0,google,1.0,1.0
1153,hotel_1,2024-10-14,google,cpc,campaign_43,1676.0,1.0,1.0,google,0.0,0.0
1154,hotel_1,2024-10-14,google,cpc,campaign_51,1678.0,1.0,1.0,google,1.0,1.0
1155,hotel_1,2024-10-14,google,cpc,hu_brand,1621.0,87.0,103.0,google,45.0,50.0
1156,hotel_1,2024-10-14,google,cpc,hu_pmax_brand,1629.0,15.0,19.0,google,5.0,5.0
1157,hotel_1,2024-10-14,google,cpc,utm_campaign,1637.0,6.0,9.0,google,1.0,1.0
1158,hotel_1,2024-10-14,google,organic,(not set),1665.0,1.0,1.0,no_cpc,0.0,0.0
1159,hotel_1,2024-10-14,google,organic,(organic),1620.0,133.0,154.0,no_cpc,41.0,41.0
1160,hotel_1,2024-10-14,meta,cpc,campaign_1,1662.0,2.0,2.0,meta,0.0,0.0
1161,hotel_1,2024-10-14,meta,cpc,campaign_14,1624.0,53.0,59.0,meta,20.0,20.0
1162,hotel_1,2024-10-14,meta,cpc,campaign_18,1640.0,7.0,7.0,meta,3.0,3.0
1163,hotel_1,2024-10-14,meta,cpc,campaign_21,1634.0,13.0,14.0,meta,1.0,1.0
1164,hotel_1,2024-10-14,meta,referral,(referral),29742.0,111.0,117.0,no_cpc,42.0,42.0
1165,hotel_1,2024-10-14,microsoft,cpc,AT,1675.0,1.0,1.0,microsoft,0.0,0.0
1166,hotel_1,2024-10-14,microsoft,cpc,campaign_28,1639.0,7.0,7.0,microsoft,2.0,2.0
1167,hotel_1,2024-10-14,microsoft,cpc,campaign_29,1632.0,16.0,16.0,microsoft,1.0,1.0
1168,hotel_1,2024-10-14,microsoft,cpc,campaign_31,1643.0,3.0,5.0,microsoft,2.0,3.0
1169,hotel_1,2024-10-14,microsoft,cpc,campaign_39,1677.0,1.0,1.0,microsoft,0.0,0.0
1170,hotel_1,2024-10-14,microsoft,cpc,campaign_6,1644.0,3.0,5.0,microsoft,0.0,0.0
1171,hotel_1,2024-10-14,microsoft,organic,(organic),1642.0,5.0,5.0,no_cpc,1.0,1.0
1172,hotel_1,2024-10-14,microsoft,referral,(referral),3309.0,3.0,6.0,no_cpc,4.0,4.0
1173,hotel_1,2024-10-14,na,(not set),(not set),1641.0,308.0,333.0,no_cpc,0.0,2.0
1174,hotel_1,2024-10-14,other,email,loyalty-email,0.0,0.0,0.0,no_cpc,1.0,1.0
1175,hotel_1,2024-10-14,other,newsletter,campaign_7,1663.0,2.0,2.0,no_cpc,0.0,0.0
1176,hotel_1,2024-10-14,other,newsletter,hirlevel_c10,1654.0,1.0,3.0,no_cpc,0.0,0.0
1177,hotel_1,2024-10-14,other,newsletter,hirlevel_c6,1679.0,0.0,1.0,no_cpc,0.0,1.0
1178,hotel_1,2024-10-14,other,newsletter,hirlevel_c9,1680.0,1.0,1.0,no_cpc,1.0,1.0
1179,hotel_1,2024-10-14,other,newsletter,loyalty-email,1618.0,1.0,1.0,no_cpc,0.0,0.0
1180,hotel_1,2024-10-14,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,2.0,6.0
1181,hotel_1,2024-10-14,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,1.0,3.0
1182,hotel_1,2024-10-14,other,organic,(organic),1648.0,4.0,4.0,no_cpc,0.0,0.0
1183,hotel_1,2024-10-14,other,other,campaign_2,1626.0,19.0,26.0,no_cpc,0.0,0.0
1184,hotel_1,2024-10-14,other,other,proposal-by-phone,4951.0,13.0,20.0,no_cpc,0.0,0.0
1185,hotel_1,2024-10-14,other,referral,(referral),106184.0,176.0,208.0,no_cpc,400.0,400.0
1186,hotel_1,2024-10-15,direct,(not set),(direct),1684.0,148.0,178.0,no_cpc,58.0,62.0
1187,hotel_1,2024-10-15,direct,(not set),(not set),1705.0,5.0,8.0,no_cpc,0.0,0.0
1188,hotel_1,2024-10-15,google,cpc,(not set),1685.0,145.0,166.0,google,31.0,35.0
1189,hotel_1,2024-10-15,google,cpc,(organic),1709.0,5.0,5.0,google,1.0,1.0
1190,hotel_1,2024-10-15,google,cpc,campaign_15,1683.0,177.0,191.0,google,36.0,39.0
1191,hotel_1,2024-10-15,google,cpc,campaign_16,1688.0,86.0,104.0,google,32.0,37.0
1192,hotel_1,2024-10-15,google,cpc,campaign_17,1691.0,36.0,38.0,google,5.0,5.0
1193,hotel_1,2024-10-15,google,cpc,campaign_19,1695.0,18.0,20.0,google,8.0,9.0
1194,hotel_1,2024-10-15,google,cpc,campaign_20,1696.0,15.0,19.0,google,3.0,4.0
1195,hotel_1,2024-10-15,google,cpc,campaign_23,1707.0,6.0,6.0,google,4.0,4.0
1196,hotel_1,2024-10-15,google,cpc,campaign_24,1735.0,1.0,1.0,google,0.0,0.0
1197,hotel_1,2024-10-15,google,cpc,campaign_26,1714.0,4.0,4.0,google,2.0,2.0
1198,hotel_1,2024-10-15,google,cpc,campaign_30,1706.0,4.0,8.0,google,0.0,0.0
1199,hotel_1,2024-10-15,google,cpc,campaign_43,1731.0,1.0,1.0,google,0.0,0.0
1200,hotel_1,2024-10-15,google,cpc,hu_brand,1686.0,107.0,142.0,google,39.0,45.0
1201,hotel_1,2024-10-15,google,cpc,hu_pmax_brand,1689.0,94.0,97.0,google,33.0,33.0
1202,hotel_1,2024-10-15,google,cpc,utm_campaign,1703.0,8.0,10.0,google,5.0,6.0
1203,hotel_1,2024-10-15,google,organic,(not set),1720.0,1.0,1.0,no_cpc,0.0,0.0
1204,hotel_1,2024-10-15,google,organic,(organic),1687.0,94.0,119.0,no_cpc,34.0,38.0
1205,hotel_1,2024-10-15,google,referral,(referral),1723.0,1.0,1.0,no_cpc,0.0,0.0
1206,hotel_1,2024-10-15,meta,cpc,campaign_1,1734.0,1.0,1.0,meta,0.0,0.0
1207,hotel_1,2024-10-15,meta,cpc,campaign_14,1690.0,78.0,84.0,meta,22.0,22.0
1208,hotel_1,2024-10-15,meta,cpc,campaign_18,1698.0,13.0,13.0,meta,2.0,2.0
1209,hotel_1,2024-10-15,meta,cpc,campaign_21,1693.0,24.0,24.0,meta,2.0,2.0
1210,hotel_1,2024-10-15,meta,cpc,campaign_55,1733.0,1.0,1.0,meta,0.0,0.0
1211,hotel_1,2024-10-15,meta,referral,(referral),25659.0,114.0,120.0,no_cpc,60.0,60.0
1212,hotel_1,2024-10-15,microsoft,cpc,campaign_28,1699.0,11.0,12.0,microsoft,4.0,5.0
1213,hotel_1,2024-10-15,microsoft,cpc,campaign_29,1697.0,13.0,14.0,microsoft,0.0,0.0
1214,hotel_1,2024-10-15,microsoft,cpc,campaign_31,1702.0,8.0,10.0,microsoft,2.0,2.0
1215,hotel_1,2024-10-15,microsoft,cpc,campaign_38,1732.0,1.0,1.0,microsoft,0.0,0.0
1216,hotel_1,2024-10-15,microsoft,organic,(organic),1715.0,2.0,2.0,no_cpc,1.0,1.0
1217,hotel_1,2024-10-15,microsoft,referral,(referral),3430.0,5.0,10.0,no_cpc,6.0,10.0
1218,hotel_1,2024-10-15,na,(not set),(not set),1682.0,326.0,351.0,no_cpc,1.0,3.0
1219,hotel_1,2024-10-15,other,newsletter,campaign_7,1719.0,1.0,2.0,no_cpc,0.0,0.0
1220,hotel_1,2024-10-15,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,3.0,3.0
1221,hotel_1,2024-10-15,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,2.0,4.0
1222,hotel_1,2024-10-15,other,other,campaign_2,1700.0,10.0,12.0,no_cpc,0.0,0.0
1223,hotel_1,2024-10-15,other,other,proposal-by-phone,3418.0,8.0,11.0,no_cpc,0.0,0.0
1224,hotel_1,2024-10-15,other,referral,(referral),123762.0,210.0,258.0,no_cpc,300.0,312.0
1225,hotel_1,2024-10-16,direct,(not set),(direct),1789.0,136.0,154.0,no_cpc,37.0,39.0
1226,hotel_1,2024-10-16,direct,(not set),(not set),1758.0,7.0,7.0,no_cpc,1.0,1.0
1227,hotel_1,2024-10-16,google,cpc,(not set),1739.0,89.0,113.0,google,32.0,38.0
1228,hotel_1,2024-10-16,google,cpc,(organic),1775.0,2.0,2.0,google,2.0,2.0
1229,hotel_1,2024-10-16,google,cpc,(referral),1777.0,1.0,2.0,google,0.0,0.0
1230,hotel_1,2024-10-16,google,cpc,campaign_15,1744.0,49.0,55.0,google,21.0,22.0
1231,hotel_1,2024-10-16,google,cpc,campaign_16,1742.0,78.0,89.0,google,28.0,31.0
1232,hotel_1,2024-10-16,google,cpc,campaign_17,1746.0,25.0,29.0,google,4.0,5.0
1233,hotel_1,2024-10-16,google,cpc,campaign_19,1753.0,9.0,12.0,google,2.0,2.0
1234,hotel_1,2024-10-16,google,cpc,campaign_20,1748.0,18.0,21.0,google,7.0,7.0
1235,hotel_1,2024-10-16,google,cpc,campaign_23,1778.0,1.0,2.0,google,1.0,1.0
1236,hotel_1,2024-10-16,google,cpc,campaign_26,1760.0,5.0,7.0,google,3.0,3.0
1237,hotel_1,2024-10-16,google,cpc,campaign_30,1769.0,3.0,4.0,google,0.0,0.0
1238,hotel_1,2024-10-16,google,cpc,hu_brand,1740.0,84.0,105.0,google,37.0,40.0
1239,hotel_1,2024-10-16,google,cpc,hu_pmax_brand,1743.0,56.0,61.0,google,20.0,21.0
1240,hotel_1,2024-10-16,google,cpc,utm_campaign,1762.0,4.0,6.0,google,1.0,1.0
1241,hotel_1,2024-10-16,google,organic,(not set),1781.0,1.0,1.0,no_cpc,0.0,0.0
1242,hotel_1,2024-10-16,google,organic,(organic),1738.0,118.0,146.0,no_cpc,39.0,45.0
1243,hotel_1,2024-10-16,google,referral,(referral),1784.0,1.0,1.0,no_cpc,0.0,0.0
1244,hotel_1,2024-10-16,meta,cpc,campaign_1,1779.0,1.0,2.0,meta,0.0,0.0
1245,hotel_1,2024-10-16,meta,cpc,campaign_14,1741.0,98.0,104.0,meta,21.0,22.0
1246,hotel_1,2024-10-16,meta,cpc,campaign_18,1745.0,33.0,33.0,meta,10.0,10.0
1247,hotel_1,2024-10-16,meta,cpc,campaign_21,1749.0,19.0,19.0,meta,1.0,1.0
1248,hotel_1,2024-10-16,meta,referral,(referral),26379.0,141.0,147.0,no_cpc,45.0,45.0
1249,hotel_1,2024-10-16,microsoft,cpc,HU,1773.0,2.0,3.0,microsoft,0.0,0.0
1250,hotel_1,2024-10-16,microsoft,cpc,campaign_28,1756.0,8.0,8.0,microsoft,4.0,4.0
1251,hotel_1,2024-10-16,microsoft,cpc,campaign_29,1751.0,11.0,15.0,microsoft,3.0,4.0
1252,hotel_1,2024-10-16,microsoft,cpc,campaign_31,1768.0,3.0,4.0,microsoft,3.0,3.0
1253,hotel_1,2024-10-16,microsoft,cpc,campaign_32,1737.0,1.0,1.0,microsoft,0.0,0.0
1254,hotel_1,2024-10-16,microsoft,organic,(organic),1759.0,6.0,7.0,no_cpc,2.0,2.0
1255,hotel_1,2024-10-16,microsoft,referral,(referral),3551.0,3.0,6.0,no_cpc,2.0,8.0
1256,hotel_1,2024-10-16,na,(not set),(not set),1761.0,279.0,300.0,no_cpc,1.0,1.0
1257,hotel_1,2024-10-16,other,newsletter,campaign_7,1780.0,2.0,2.0,no_cpc,0.0,0.0
1258,hotel_1,2024-10-16,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,4.0,4.0
1259,hotel_1,2024-10-16,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,2.0,3.0
1260,hotel_1,2024-10-16,other,organic,(organic),1766.0,3.0,4.0,no_cpc,2.0,2.0
1261,hotel_1,2024-10-16,other,other,campaign_2,1750.0,13.0,19.0,no_cpc,0.0,0.0
1262,hotel_1,2024-10-16,other,other,proposal-by-phone,3531.0,8.0,11.0,no_cpc,0.0,0.0
1263,hotel_1,2024-10-16,other,referral,(referral),106295.0,180.0,210.0,no_cpc,168.0,192.0
1264,hotel_1,2024-10-17,direct,(not set),(direct),1844.0,160.0,189.0,no_cpc,42.0,43.0
1265,hotel_1,2024-10-17,google,cpc,(not set),1794.0,99.0,118.0,google,25.0,29.0
1266,hotel_1,2024-10-17,google,cpc,(organic),1823.0,3.0,4.0,google,0.0,0.0
1267,hotel_1,2024-10-17,google,cpc,campaign_15,1797.0,58.0,63.0,google,22.0,23.0
1268,hotel_1,2024-10-17,google,cpc,campaign_16,1795.0,81.0,106.0,google,38.0,50.0
1269,hotel_1,2024-10-17,google,cpc,campaign_17,1799.0,41.0,42.0,google,3.0,3.0
1270,hotel_1,2024-10-17,google,cpc,campaign_19,1807.0,12.0,13.0,google,6.0,6.0
1271,hotel_1,2024-10-17,google,cpc,campaign_20,1812.0,8.0,9.0,google,3.0,4.0
1272,hotel_1,2024-10-17,google,cpc,campaign_26,1830.0,2.0,2.0,google,1.0,1.0
1273,hotel_1,2024-10-17,google,cpc,campaign_30,1827.0,2.0,3.0,google,0.0,0.0
1274,hotel_1,2024-10-17,google,cpc,campaign_43,1829.0,2.0,2.0,google,0.0,0.0
1275,hotel_1,2024-10-17,google,cpc,hu_brand,1792.0,102.0,133.0,google,41.0,43.0
1276,hotel_1,2024-10-17,google,cpc,hu_pmax_brand,1798.0,55.0,60.0,google,16.0,19.0
1277,hotel_1,2024-10-17,google,organic,(organic),1793.0,107.0,131.0,no_cpc,35.0,40.0
1278,hotel_1,2024-10-17,google,referral,(referral),3659.0,2.0,3.0,no_cpc,0.0,0.0
1279,hotel_1,2024-10-17,meta,cpc,campaign_1,1841.0,1.0,1.0,meta,0.0,0.0
1280,hotel_1,2024-10-17,meta,cpc,campaign_14,1796.0,70.0,72.0,meta,20.0,21.0
1281,hotel_1,2024-10-17,meta,cpc,campaign_18,1801.0,36.0,37.0,meta,12.0,13.0
1282,hotel_1,2024-10-17,meta,cpc,campaign_21,1804.0,16.0,19.0,meta,1.0,1.0
1283,hotel_1,2024-10-17,meta,cpc,campaign_56,1809.0,10.0,13.0,meta,4.0,4.0
1284,hotel_1,2024-10-17,meta,cpc,campaign_57,1802.0,21.0,21.0,meta,0.0,0.0
1285,hotel_1,2024-10-17,meta,referral,(referral),36224.0,296.0,312.0,no_cpc,95.0,100.0
1286,hotel_1,2024-10-17,microsoft,cpc,campaign_28,1819.0,6.0,6.0,microsoft,1.0,1.0
1287,hotel_1,2024-10-17,microsoft,cpc,campaign_29,1808.0,13.0,13.0,microsoft,2.0,2.0
1288,hotel_1,2024-10-17,microsoft,cpc,campaign_31,1818.0,6.0,6.0,microsoft,3.0,3.0
1289,hotel_1,2024-10-17,microsoft,organic,(organic),1816.0,6.0,6.0,no_cpc,2.0,2.0
1290,hotel_1,2024-10-17,microsoft,referral,(referral),3658.0,5.0,6.0,no_cpc,0.0,0.0
1291,hotel_1,2024-10-17,na,(not set),(not set),1820.0,298.0,320.0,no_cpc,5.0,5.0
1292,hotel_1,2024-10-17,other,email,campaign_7,0.0,0.0,0.0,no_cpc,1.0,1.0
1293,hotel_1,2024-10-17,other,newsletter,campaign_7,1825.0,3.0,4.0,no_cpc,0.0,0.0
1294,hotel_1,2024-10-17,other,newsletter,hirlevel_c10,1810.0,12.0,12.0,no_cpc,0.0,0.0
1295,hotel_1,2024-10-17,other,newsletter,hirlevel_c6,1842.0,1.0,1.0,no_cpc,0.0,0.0
1296,hotel_1,2024-10-17,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,5.0,5.0
1297,hotel_1,2024-10-17,other,organic,(organic),1817.0,4.0,6.0,no_cpc,1.0,1.0
1298,hotel_1,2024-10-17,other,other,campaign_2,1806.0,11.0,16.0,no_cpc,0.0,0.0
1299,hotel_1,2024-10-17,other,other,proposal-by-phone,3634.0,2.0,2.0,no_cpc,0.0,0.0
1300,hotel_1,2024-10-17,other,referral,(referral),178878.0,280.0,378.0,no_cpc,238.0,266.0
1301,hotel_1,2024-10-18,direct,(not set),(direct),1845.0,144.0,175.0,no_cpc,39.0,43.0
1302,hotel_1,2024-10-18,google,cpc,(not set),1847.0,125.0,151.0,google,35.0,43.0
1303,hotel_1,2024-10-18,google,cpc,(organic),1867.0,6.0,7.0,google,5.0,5.0
1304,hotel_1,2024-10-18,google,cpc,(referral),1892.0,0.0,1.0,google,0.0,0.0
1305,hotel_1,2024-10-18,google,cpc,campaign_15,1850.0,77.0,88.0,google,18.0,19.0
1306,hotel_1,2024-10-18,google,cpc,campaign_16,1851.0,56.0,71.0,google,23.0,25.0
1307,hotel_1,2024-10-18,google,cpc,campaign_17,1854.0,55.0,62.0,google,5.0,5.0
1308,hotel_1,2024-10-18,google,cpc,campaign_19,1859.0,19.0,21.0,google,4.0,5.0
1309,hotel_1,2024-10-18,google,cpc,campaign_20,1858.0,20.0,23.0,google,2.0,3.0
1310,hotel_1,2024-10-18,google,cpc,campaign_23,1846.0,1.0,1.0,google,0.0,0.0
1311,hotel_1,2024-10-18,google,cpc,campaign_26,1863.0,6.0,10.0,google,3.0,5.0
1312,hotel_1,2024-10-18,google,cpc,campaign_30,1883.0,2.0,2.0,google,2.0,2.0
1313,hotel_1,2024-10-18,google,cpc,campaign_43,1900.0,1.0,1.0,google,0.0,0.0
1314,hotel_1,2024-10-18,google,cpc,hu_brand,1849.0,79.0,96.0,google,35.0,37.0
1315,hotel_1,2024-10-18,google,cpc,hu_pmax_brand,1852.0,66.0,70.0,google,29.0,30.0
1316,hotel_1,2024-10-18,google,cpc,utm_campaign,1887.0,1.0,2.0,google,0.0,0.0
1317,hotel_1,2024-10-18,google,organic,(not set),1879.0,1.0,2.0,no_cpc,0.0,0.0
1318,hotel_1,2024-10-18,google,organic,(organic),3736.0,94.0,112.0,no_cpc,70.0,76.0
1319,hotel_1,2024-10-18,google,referral,(referral),1894.0,0.0,1.0,no_cpc,0.0,0.0
1320,hotel_1,2024-10-18,meta,cpc,campaign_14,1853.0,65.0,68.0,meta,10.0,11.0
1321,hotel_1,2024-10-18,meta,cpc,campaign_18,1855.0,35.0,40.0,meta,10.0,10.0
